"clan","name","gender","words"
"Thunderclan","Stemkit","Male","Stemkit is an orange tabby tom"
"Thunderclan","Stemleaf","Male","Stemleaf is a sleek white-and-orange tom with green eyes and a torn ear"
"Thunderclan","Stonepelt","Male","Stonepelt is a gray tabby tom with a long scar on his shoulder and a broad head"
"Thunderclan","Stormcloud","Male","Stormcloud is a gray tabby tom"
"Thunderclan","Stormtail","Male","Stormtail is a large, sleek, dark blue-gray tom with blue eyes, a broad head and shoulders"
"Thunderclan","Sunstar","Male","Sunstar is a large bright sun-colored ginger tom with long fur, a broad face, yellow eyes, and a torn ear"
"Thunderclan","Sweetbriar","Female","Sweetbriar is a light brown tabby she-cat with white paws and green eyes"
"Thunderclan","Sweetpaw","Female","Sweetpaw is a small white she-cat with tortoiseshell patches, and tiny ears"
"Thunderclan","Swiftbreeze","Female","Swiftbreeze is a brown tabby-and-white she-cat with yellow eyes, and white markings on her face"
"Thunderclan","Swiftpaw","Male","Swiftpaw is a small black-and-white tom with pale amber eyes"
"Thunderclan","Squirrelwhisker","Female","Squirrelwhisker is a dark brown tabby she-cat with amber eyes and long, pale whiskers"
"Thunderclan","Tawnyspots","Male","Tawnyspots is a light gray tabby tom with amber eyes, tufted ears, and pale brown spots on his belly"
"Thunderclan","Thistletail","Unknown","No Description"
"Thunderclan","Thornclaw","Male","Thornclaw is a golden-brown tabby tom with pale blue eyes"
"Thunderclan","Thriftear","Female","Thriftear is a dark grey she-cat with pale amber eyes"
"Thunderclan","Thrushpelt","Male","Thrushpelt is a sandy-gray tom with a white flash on his chest that looks like a fluffy cloud, and bright green eyes"
"Thunderclan","Thrushtalon","Male","Thrushtalon is a light brown tabby tom"
"Thunderclan","Thunderstar","Male","Thunderstar is a ginger tom with amber eyes and big white paws"
"Thunderclan","Toadstep","Male","Toadstep is a heavy, thick-furred black-and-white tom"
"Thunderclan","Tulipkit","Male","Tulipkit is a pale gray tom with darker flecks"
"Thunderclan","Twigbranch","Female","Twigbranch is a slender, gray she-cat with green eyes. She has fluffy and glossy fur, and her ear-tip is sliced"
"Thunderclan","Vinestar","Male","Vinestar is a gray tom with a long, winding tail"
"Thunderclan","Vinetail","Male","No Description"
"Thunderclan","Weedwhisker","Male","Weedwhisker is a pale orange tom with white flecks and yellow eyes"
"Thunderclan","Whitestar","Male","Whitestar is a pale tom with dark eyes"
"Thunderclan","Whitestorm","Male","Whitestorm is a snowy-white tom with yellow eyes"
"Thunderclan","Whitewing","Female","Whitewing is a small, soft-furred, snowy-white she-cat with green eyes, and broad shoulders"
"Thunderclan","Willowpelt","Female","Willowpelt is a slender, very pale silver-gray she-cat with unusual blue eyes"
"Thunderclan","Windflight","Male","Windflight is a broad-shouldered, long-legged, gray tabby tom with pale green eyes and a thick-furred tail"
"Thunderclan","Yellowfang","Female","Yellowfang is a dark gray she-cat with orange eyes, a broad, flattened face, and long, matted fur"
"Windclan","Acorntail","Male","No Description"
"Windclan","Adderkit","Male","No Description"
"Windclan","Adderpaw","Male","No Description"
"Windclan","Appledawn","Female","Appledawn is a pale rose-cream she-cat"
"Windclan","Appleshine","Female","Appleshine is a yellow tabby she-cat"
"Windclan","Ashfoot","Female","Ashfoot is a broad-faced gray she-cat with blue eyes"
"Windclan","Aspenfall","Male","Aspenfall is a lithe, gray-and-white tom. He has sleek fur, long legs, and a wiry tail"
"Windclan","Barkface","Male","Barkface is a dark brown tom with a short tail, a graying muzzle and yellow eyes"
"Windclan","Birchstar","Unknown","No Description"
"Windclan","Boulderfur","Male","Boulderfur is a large pale gray tom"
"Windclan","Brackenwing","Female","Brackenwing is a pale ginger she-cat"
"Windclan","Breezepelt","Male","Breezepelt is a lean black tom with amber eyes"
"Windclan","Brindlewing","Female","Brindlewing is a mottled brown she-cat"
"Windclan","Bristleback","Male","Bristleback is a black tom"
"Windclan","Brookkit","Male","Brookkit is a black-and-white tom"
"Windclan","Brushpaw","Male","Brushpaw is a sturdy ginger tom"
"Windclan","Buzzardkit","Unknown","No Description"
"Windclan","Cherryfeather","Unknown","No Description"
"Windclan","Chiveclaw","Male","Chiveclaw is a dark brown tom with yellow eyes"
"Windclan","Cloudrunner","Male","Cloudrunner is a lithe, pale gray tom with sleek fur, long legs, and a wiry tail"
"Windclan","Cloversplash","Female","Cloversplash is a lightly-built dark brown she-cat with a white flash on her nose"
"Windclan","Crouchfoot","Male","Crouchfoot is a ginger tom"
"Windclan","Crowfeather","Male","Crowfeather is a dark smoky-gray, almost black, tom with blue eyes"
"Windclan","Crowfur","Male","Crowfur is a black tom with a silver muzzle, a scarred flank, and short, patchy fur"
"Windclan","Daisytail","Female","Daisytail is a light brown she-cat with ginger patches and blue eyes"
"Windclan","Darkfoot","Male","Darkfoot is a blue-gray tom with darker paws, a paler chest and belly, a white muzzle, and yellow eyes"
"Windclan","Dawnstripe","Female","Dawnstripe is a pale gold tabby she-cat with creamy-colored stripes, a scar on her muzzle, and a gold-banded tail"
"Windclan","Deadfoot","Male","Deadfoot is a small, lean black tom with an unusable, twisted left forepaw"
"Windclan","Dewspots","Female","Dewspots is a spotted gray tabby she-cat"
"Windclan","Doespring","Female","Doespring is a light brown she-cat"
"Windclan","Dovestar","Male","No Description"
"Windclan","Downkit","Unknown","Downkit is a black cat"
"Windclan","Duststar","Male","No Description"
"Windclan","Eaglekit","Unknown","Eaglekit is a gray cat"
"Windclan","Eaglestorm","Male","Eaglestorm is a gray tom with green eyes"
"Windclan","Emberfoot","Male","Emberfoot is a gray tom with two darker gray paws"
"Windclan","Fallowstar","Unknown","No Description"
"Windclan","Featherpelt","Female","Featherpelt is a gray tabby she-cat"
"Windclan","Featherstar","Female","has blue eyes"
"Windclan","Fernstripe","Female","Fernstripe is a gray tabby she-cat"
"Windclan","Finchkit","Female","Finchkit is a ginger she-cat"
"Windclan","Flailfoot","Male","Flailfoot is a black tom with yellow eyes"
"Windclan","Flamepelt","Male","Flamepelt is a dark ginger tom"
"Windclan","Flutterfoot","Male","Flutterfoot is a brown-and-white tom"
"Windclan","Flytail","Male","Flytail is a snowy-white tom"
"Windclan","Furzepelt","Female","Furzepelt is a gray-and-white she-cat"
"Windclan","Galekit","Female","Galekit is a white-and-brown tabby she-cat"
"Windclan","Gorseclaw","Unknown","No Description"
"Windclan","Gorsefoot","Male","Gorsefoot is a gray tabby tom"
"Windclan","Gorsepaw","Male","Gorsepaw is a small, lean, brown tabby tom with short, thick fur"
"Windclan","Gorsestar","Male","Gorsestar is a wiry gray tabby tom with green eyes a long tail, and spiky head fur"
"Windclan","Gorsetail","Female","Gorsetail is a mottled, very pale gray-and-white tabby she-cat with blue eyes, and a gray-and-white paw and tail"
"Windclan","Gorsetail","Male","Gorsetail is a tom with a tawny paw"
"Windclan","Hareflight","Female","Harelight is a light brown she-cat"
"Windclan","Hareflight","Male","Hareflight is a light brown tom"
"Windclan","Harestar","Male","Harestar is a small, lithe, brown-and-white tom with sleek fur"
"Windclan","Hawkfoot","Female","Hawkfoot is a dark brown she-cat"
"Windclan","Hawkfur","Male","Hawkfur is a black tom"
"Windclan","Hawkheart","Male","Hawkheart is a stone-gray tom with flecks of darker brown fur, yellow eyes, and graying whiskers"
"Windclan","Hazelstar","Male","Hazelstar is a ginger tom"
"Windclan","Heatherstar","Female","Heatherstar is a small pale pinkish-gray she-cat with blue eyes, and a sleek, thick pelt"
"Windclan","Heathertail","Female","Heathertail is a lithe, light brown tabby she-cat with wide, smoky, heather-blue eyes, and sleek, soft, and thick fur"
"Windclan","Hickorynose","Male","Hickorynose is a reddish-brown tom"
"Windclan","Hillkit","Unknown","Hillkit is a light gray cat"
"Windclan","Hootwhisker","Male","Hootwhisker is a dark gray tom"
"Windclan","Kestrelflight","Male","Kestrelflight is a soft-furred, mottled gray tom with white splotches like kestrel feathers"
"Windclan","Larksplash","Female","Larksplash is a tortoiseshell-and-white she-cat"
"Windclan","Larkwing","Female","Larkwing is a pale brown tabby she-cat"
"Windclan","Larkwing","Female","Larkwing is a silver-and-black tabby she-cat"
"Windclan","Leafshine","Female","Leafshine is a brown tabby she-cat with glossy fur and a white belly, legs, and chin"
"Windclan","Leaftail","Male","Leaftail is a lithe dark tabby tom with amber eyes"
"Windclan","Lilywhisker","Female","Lilywhisker is a light brown she-cat with an injured hind leg and amber eyes"
"Windclan","Meadowslip","Female","Meadowslip is a light gray she-cat"
"Windclan","Midgepelt","Male","Midgepelt is a brown tom with patchy fur"
"Windclan","Milkfur","Male","Milkfur is a creamy-white tom"
"Windclan","Mistmouse","Female","Mistmouse is a light brown tabby she-cat"
"Windclan","Morningcloud","Female","Morningcloud is a dark gray she-cat"
"Windclan","Morningflower","Female","Morningflower is a tortoiseshell and white she-cat with amber eyes"
"Windclan","Mudclaw","Male","Mudclaw is a wiry, mottled dark brown tabby tom with amber eyes"
"Windclan","Muddyclaw","Male","Muddyclaw is a small, short-furred brown and white patched tom with lighter brown patches and yellow eyes"
"Windclan","Mudpuddle","Male","Mudpuddle is a brown and white tom"
"Windclan","Nightcloud","Female","Nightcloud is a muscular, wiry sleek-furred black she-cat with amber eyes"
"Windclan","Oatclaw","Male","Oatclaw is a pale brown tabby tom"
"Windclan","Oatwhisker","Male","Oatwhisker is a creamy-brown tabby tom"
"Windclan","Onestar","Male","Onestar is a small and lean, lithe, mottled, pale brown tabby tom with amber eyes, small paws, and a scar behind one ear"
"Windclan","Owlwhisker","Male","Owlwhisker is a light brown tabby tom with yellow eyes"
"Windclan","Palebird","Female","Palebird is a thin, soft-furred black and white she-cat"
"Windclan","Pebblefur","Male","No Description"
"Windclan","Pigeonflight","Male","Pigeonflight is a dark gray tom with white patches"
"Windclan","Plumclaw","Female","Plumclaw is a small dark gray she-cat"
"Windclan","Pricklekit","Unknown","No Description"
"Windclan","Quailkit","Unknown","Quailkit is a pale gray and white cat"
"Windclan","Quickpaw","Male","Quickpaw is a tom with a pale ginger face"
"Windclan","Rabbitear","Female","Rabbitear is a pale brown she-cat with a fluffy white belly and yellow eyes"
"Windclan","Rabbitstar","Male","No Description"
"Windclan","Rabbittail","Male","Rabbittail is a pale gray tom with a stumpy white tail like a rabbit's"
"Windclan","Redclaw","Male","Redclaw is a small dark ginger tom"
"Windclan","Reedfeather","Male","Reedfeather is a big light brown tabby tom with amber eyes and thin ragged fur"
"Windclan","Robinwing","Female","Robinwing is a light brown she-cat with blue eyes"
"Windclan","Runningbrook","Female","Runningbrook is a light gray tabby she-cat"
"Windclan","Runningstorm","Male","Runningstorm is a hard-muscled brown tabby tom"
"Windclan","Rushtail","Male","Rushtail is a skinny light creamy brown tom"
"Windclan","Ryestalk","Female","Ryestalk is a gray tabby she-cat with soft fur and amber eyes"
"Windclan","Ryewhisker","Male","Ryewhisker is a brown tabby tom"
"Windclan","Sandgorse","Male","Sandgorse is a pale ginger tom with amber eyes and dull patchy thin fur"
"Windclan","Sedgewhisker","Female","Sedgewhisker is a light brown tabby she-cat"
"Windclan","Sheeptail","Unknown","No Description"
"Windclan","Shrewclaw","Male","Shrewclaw is a dark brown tom with yellow eyes"
"Windclan","Slatepelt","Unknown","No Description"
"Windclan","Slightfoot","Male","Slightfoot is a black tom with a flash of white on his chest"
"Windclan","Smallstar","Male","Smallstar is a black and white tom with sleek fur a tiny frame and blue eyes"
"Windclan","Smokehaze","Female","Smokehaze is a gray she-cat"
"Windclan","Songleap","Female","Songleap is a tortoiseshell she-cat"
"Windclan","Sorrelshine","Female","Sorrelshine is a gray and brown she-cat"
"Windclan","Specklepaw","Male","Specklepaw is a tom with a freckled, pale brown head"
"Windclan","Stagleap","Male","Stagleap is a huge stocky broad-shouldered dark brown tom with amber eyes"
"Windclan","Stoneclaw","Male","No Description"
"Windclan","Stonestar","Male","Stonestar is a big gray tom"
"Windclan","Storkkit","Unknown","Storkkit is a tortoiseshell cat with ginger patches"
"Windclan","Stripekit","Male","Stripekit is a gray tabby tom"
"Windclan","Sunstrike","Female","Sunstrike is a tortoiseshell she-cat with a large white mark on her forehead"
"Windclan","Swallowtail","Female","Swallowtail is a dark gray she-cat"
"Windclan","Swiftflight","Male","Swiftflight is a pale gray tabby tom"
"Windclan","Swiftfoot","Male","Swiftfoot is a gray tom with a small face"
"Windclan","Swiftstar","Male","Swiftstar is a dark gray black tom with a long tail"
"Windclan","Tallstar","Male","Tallstar is a black and white tom with a very long tail and amber eyes"
"Windclan","Tawnyfur","Female","Tawnyfur is a golden brown she-cat"
"Windclan","Thistleheart","Female","Thistleheart is a long haired white she-cat"
"Windclan","Thistlepaw","Unknown","No Description"
"Windclan","Thistlepaw","Unknown","No Description"
"Windclan","Thrushpelt","Male","Sleek"
"Windclan","Thrushwing","Female","No Description"
"Windclan","Tornear","Male","Tornear is a wiry gray tabby tom with a torn right ear and blue eyes"
"Windclan","Weaselfur","Male","Weaselfur is a lithe ginger tabby tom with white paws and green eyes"
"Windclan","Webfoot","Male","Webfoot is a wiry, dark gray tabby tom with orange eyes"
"Windclan","Whiskernose","Male","Whiskernose is a light brown tom"
"Windclan","Whistlepaw","Female","Whistlepaw is a gray tabby she-cat"
"Windclan","Whiteberry","Male","Whiteberry is a small, pure snowy-white tom"
"Windclan","Whitetail","Female","Whitetail is a small pure white she-cat"
"Windclan","Willowclaw","Female","Willowclaw is a gray she-cat"
"Windclan","Windstar","Female","Windstar is a wiry brown she-cat with narrow tabby stripes, a thin, striped face, and yellow eyes"
"Windclan","Wolfheart","Female","Wolfheart is a gray she-cat"
"Windclan","Woodsong","Female","Woodsong is a brown she-cat"
"Windclan","Woollytail","Male","Woollytail is a gray and white tom with bright yellow eyes and wide shoulders"
"Windclan","Wrenflight","Female","Wrenflight is a brown she-cat"
